transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand
-1.724787486485751,-1.6008901996429774,-1.6111558712688263,TV,Electronics,0.7036724213315082,1.5729345512946962,7/28/2024 12:45,-0.952980399464337,"Dallas, TX",-1.4861901854309256,-1.0338717628842966,0.1965277254813183,-1.432362816115185,-0.5630092096245417,-0.6507716304344822,Other,-0.015058955459004975,Gold,Cash,True,Percentage Discount,Rainy,False,Monday,True,-1.6185768641073883,1.5640569867831025
-1.7233911472614805,-0.21516234302663828,0.6108633367025288,Smartphone,Electronics,1.413134552458782,-1.5052525814160496,8/15/2024 1:03,-0.952980399464337,"Miami, FL",1.3865047347943937,-0.4464007456436991,-1.5065985213456847,-1.5785018029826394,0.4975430224588973,0.21484785024299838,Other,-1.2639481950974738,Silver,Cash,True,Percentage Discount,Sunny,True,Sunday,False,-1.0602284287772525,1.2508658320875543
-1.7212966384250745,-1.1124432449100463,-1.2131246044496098,Laptop,Appliances,-0.005789709795765477,1.559872458624686,3/17/2024 22:33,-1.2978458643318265,"Dallas, TX",-1.6196405606981166,-1.655899898786106,1.4738724106015706,-0.4437755520118162,-0.9165266203190213,0.6809506475308725,Female,0.1918800676177187,Platinum,Cash,False,BOGO,Sunny,False,Sunday,True,-1.0258685250646289,-0.30684806889819877
-1.7205984688129392,1.6782426633908576,-0.552315413905085,Tablet,Electronics,0.7036724213315082,-0.27227289389334947,7/22/2024 13:57,0.9437796573068553,"Los Angeles, CA",-0.9102464605935756,-0.27361515233764094,-0.3825351984398627,-0.4609683739962226,-0.209491798930062,0.8807089892256758,Female,1.5633367703989847,Silver,Debit Card,False,Percentage Discount,Rainy,True,Thursday,True,-1.137538212130656,-0.24915496145428198
-1.7122204334673157,0.8851894187772325,-0.6566537071489573,TV,Appliances,-0.005789709795765477,0.22746782321731623,7/21/2024 20:20,-1.2978458643318265,"Miami, FL",-0.7767960853263848,0.2101845089193218,0.9118407491486595,1.516206154210515,-1.6235614417079807,-0.3844271748414112,Other,1.2525340002079401,Platinum,Digital Wallet,True,Percentage Discount,Rainy,False,Thursday,True,0.5546870457160629,1.2920751945474949
-1.7115222638551806,-0.36938850747380786,0.4408305625273294,Headphones,Electronics,0.7036724213315082,-1.544243105993696,5/18/2024 14:04,-1.4702785967655714,"Los Angeles, CA",-1.4791664814694947,-0.3427293896600642,1.5930912478794608,0.5018296571305365,0.851060433153377,-1.5163911111119628,Male,0.249408267860425,Silver,Credit Card,False,BOGO,Sunny,False,Saturday,True,-1.4381873696161136,-1.1310353180970099
-1.7087295854066393,-0.7524539932328624,0.5142538059211654,Smartphone,Electronics,0.7036724213315082,-0.9988028603045749,8/3/2024 4:57,-0.952980399464337,"Dallas, TX",-0.8961990526707134,1.66158349269021,-1.0467544347023938,0.8456860968186648,-0.9165266203190213,0.4811923058360693,Male,-0.8886647481835898,Gold,Digital Wallet,True,Percentage Discount,Rainy,True,Friday,True,-0.14969098039272366,1.745378181606841
-1.705936906958098,-0.7786070585256493,0.07371434555814899,TV,Electronics,-0.005789709795765477,1.4445736869503036,7/15/2024 17:29,-1.1254131318980818,"Miami, FL",1.3162676951800827,-0.9993146442230851,-1.3192546341947144,-0.5039504289572386,1.2045778438478567,-0.184668833146608,Female,0.2555760474195655,Bronze,Debit Card,True,BOGO,Cloudy,True,Monday,True,-1.2320279473403712,-1.370049620364665
-1.7017478892852864,-1.1489806155396751,0.5567619994649653,Smartphone,Electronics,-0.005789709795765477,0.8913210997323888,2/14/2024 7:00,-0.263249469729358,"New York, NY",-1.732019824081014,1.4196836620617286,-1.0126919097658538,1.6881343740545791,-0.9165266203190213,-0.9837021999258209,Other,-0.81074163334504,Bronze,Debit Card,False,Percentage Discount,Cloudy,False,Friday,False,1.319194903321941,0.5997579052204934
-1.7003515500610158,0.4090497888879658,-0.8266864813241567,Tablet,Electronics,1.413134552458782,0.4705757904720986,4/21/2024 7:24,-0.7805476670305923,"New York, NY",0.38211506830974656,1.7306977300126334,0.605278024719799,-1.4667484600839977,-1.270044031013501,-0.9171160860275531,Male,0.48368919222268486,Bronze,Credit Card,True,Percentage Discount,Stormy,False,Saturday,True,0.6491767809257781,-0.7106998210056162
